race_date,stadium_number,race_number,race_wind,race_wind_direction_number,race_wave,race_weather_number,race_temperature,race_water_temperature,race_technique_number,win_boat,win_payout,place_boat_1,place_payout_1,place_boat_2,place_payout_2
2026-05-08,13,12,3,12,0,2,23.5,20.2,1,1,100,1,120,4,370
2026-05-08,14,1,0,17,1,2,20,18,1,1,120,1,100,2,200
2026-05-08,14,2,1,5,1,2,20,18,1,1,320,1,160,2,330
2026-05-08,14,3,0,17,1,2,20,18,1,1,110,1,110,3,200
2026-05-08,14,4,1,5,1,2,20,18,1,1,120,1,100,2,100
2026-05-08,14,5,0,17,1,2,20,18,1,1,170,1,100,3,100
2026-05-08,14,6,0,17,1,2,21,18,1,1,220,1,210,3,120
2026-05-08,14,7,0,17,1,2,21,18,2,4,1070,4,290,2,130
2026-05-08,14,8,3,5,3,2,21,18,3,4,130,4,130,6,620
2026-05-08,14,9,3,5,3,2,21,18,1,1,310,1,100,5,140
2026-05-08,14,10,3,5,3,2,22,18,2,2,760,2,480,6,1310
2026-05-08,14,11,6,5,6,2,23,18,2,2,840,2,150,3,260
2026-05-08,14,12,4,5,4,2,23,18,4,3,470,3,180,5,320
2026-05-08,15,1,5,11,5,1,22,16,3,3,1290,3,360,4,190
2026-05-08,15,2,6,11,6,1,22,16,5,2,470,2,200,4,150
2026-05-08,15,3,6,11,6,1,22,16,3,6,1940,6,270,4,340
2026-05-08,15,4,6,11,6,1,22,16,1,1,320,1,180,3,270
2026-05-08,15,5,5,11,5,1,21,16,1,1,120,1,100,3,130
2026-05-08,15,6,7,13,7,1,21,16,1,1,180,1,160,5,160
2026-05-08,15,7,6,13,6,1,20,16,3,6,440,6,230,4,140
2026-05-08,15,8,6,13,6,1,19,16,1,1,120,1,130,4,170
2026-05-08,15,9,6,13,6,1,18,16,2,4,320,4,140,1,130
2026-05-08,15,10,8,13,8,1,18,16,4,5,1030,5,340,6,360
2026-05-08,15,11,7,13,7,1,18,16,1,1,140,1,120,6,350
2026-05-08,15,12,6,13,6,1,18,16,1,1,130,1,110,2,210
2026-05-08,18,1,3,9,3,2,19,18,1,1,100,1,100,2,260
2026-05-08,18,2,3,5,3,2,19,18,1,1,100,1,100,3,190
2026-05-08,18,3,4,7,4,2,19,18,1,1,140,1,130,4,460
2026-05-08,18,4,3,9,3,2,18,18,1,1,100,1,100,2,140
2026-05-08,18,5,3,9,3,2,18,18,5,1,200,1,150,4,600
2026-05-08,18,6,2,15,2,2,18,18,4,3,460,3,110,1,110
2026-05-08,18,7,1,9,1,2,19,17,1,1,250,1,140,2,100
2026-05-08,18,8,6,9,6,1,20,18,1,1,250,1,180,5,100
2026-05-08,18,9,5,9,5,1,20,19,2,6,700,6,100,1,100
2026-05-08,18,10,4,5,4,1,20,19,2,2,440,2,280,6,450
2026-05-08,18,11,5,5,5,1,21,18,1,1,170,1,100,2,180
2026-05-08,18,12,5,3,5,1,22,18,1,1,100,1,100,3,130
2026-05-08,21,1,3,5,3,2,18.3,22,1,1,100,1,100,4,260
2026-05-08,21,2,5,5,5,1,18.4,22,1,1,100,1,100,4,120
2026-05-08,21,3,5,5,5,1,20.1,22.2,1,1,170,1,150,5,280
2026-05-08,21,4,6,5,6,1,20.3,22.2,1,1,100,1,100,3,160
2026-05-08,21,5,6,5,6,1,19.9,22.3,6,1,120,1,100,5,100
2026-05-08,21,6,6,7,6,1,20.4,22.4,3,2,350,2,150,1,240
2026-05-08,21,7,5,7,5,1,20.9,22.7,1,1,150,1,100,3,100
2026-05-08,21,8,6,7,6,1,20,22.9,5,3,1000,3,150,2,120
2026-05-08,21,9,4,7,4,1,20.5,23.1,1,1,100,1,100,5,130
2026-05-08,21,10,5,7,5,1,20,23.2,1,1,110,1,100,6,220
2026-05-08,21,11,4,7,4,1,20.8,23.3,3,3,560,3,190,2,110
2026-05-08,21,12,4,7,4,1,20.7,23.7,1,1,160,1,100,2,160
2026-05-08,22,1,4,8,4,1,19,19,1,1,100,1,100,3,170
2026-05-08,22,2,4,8,4,1,19,19,1,1,220,1,100,3,100
2026-05-08,22,3,4,8,4,1,19,19,1,1,260,1,280,4,250
2026-05-08,22,4,4,8,4,1,19,19,2,2,380,2,260,1,150
2026-05-08,22,5,4,8,4,1,19,19,3,2,160,2,100,3,100
2026-05-08,22,6,4,8,4,1,19,19,5,2,210,2,100,4,280
2026-05-08,22,7,4,8,4,1,19,19,3,3,320,3,150,4,320
2026-05-08,22,8,4,8,4,1,19,19,3,4,230,4,180,5,280
2026-05-08,22,9,4,8,4,1,20,19,3,4,590,4,210,6,210
2026-05-08,22,10,4,8,4,1,20,19,1,1,150,1,110,2,130
2026-05-08,22,11,4,8,4,1,19,19,1,1,130,1,110,3,310
2026-05-08,22,12,4,8,4,1,19,19,1,1,110,1,100,2,110
2026-05-08,24,1,5,7,4,1,19,20,4,5,470,5,170,3,170
2026-05-08,24,2,5,9,4,1,19,20,2,3,920,3,600,4,330
2026-05-08,24,3,5,9,4,1,19,20,5,1,150,1,100,4,120
2026-05-08,24,4,5,9,4,1,19,20,1,1,110,1,100,2,110
2026-05-08,24,5,5,9,4,1,19,20,4,4,190,4,120,3,230
2026-05-08,24,6,5,9,4,1,19,20,1,1,130,1,100,3,110
2026-05-08,24,7,5,9,4,1,19,20,1,1,150,1,240,2,210
2026-05-08,24,8,5,9,4,1,19,20,3,4,2650,4,1050,6,1780
2026-05-08,24,9,5,9,4,1,19,20,5,3,140,3,110,4,160
2026-05-08,24,10,5,9,4,1,18,20,1,1,110,1,130,6,1960
2026-05-08,24,11,5,7,4,1,18,20,4,5,480,5,130,1,100
2026-05-08,24,12,4,9,3,1,18,20,1,1,100,1,100,4,160
2026-05-09,5,1,1,9,2,1,21,21,3,5,630,5,520,4,240
2026-05-09,5,2,8,5,3,1,21,21,2,2,150,2,100,1,100
2026-05-09,5,3,6,3,3,1,21,21,1,1,190,1,100,2,100
2026-05-09,5,4,9,5,4,1,21,21,2,3,2600,3,520,2,330
2026-05-09,5,5,6,3,3,1,21,21,3,4,620,4,580,5,840
2026-05-09,5,6,1,1,2,1,22,21,1,1,170,1,100,2,220
2026-05-09,5,7,2,3,3,1,22,21,5,1,130,1,120,5,250
2026-05-09,5,8,5,3,2,1,22,21,1,1,130,1,110,2,260
2026-05-09,5,9,8,3,3,1,22,21,3,4,980,4,240,2,190
2026-05-09,5,10,3,1,2,1,22,21,1,1,120,1,110,2,180
2026-05-09,5,11,4,3,2,1,22,21,1,1,120,1,100,3,100
2026-05-09,5,12,2,3,2,1,21,21,1,1,110,1,110,3,270
2026-05-09,9,1,6,14,5,1,17,19,2,2,680,2,190,1,100
2026-05-09,9,2,6,14,5,1,17,19,1,1,250,1,100,2,150
2026-05-09,9,3,6,14,5,1,18,19,3,4,930,4,240,3,290
2026-05-09,9,4,6,14,5,1,18,19,3,4,150,4,120,5,360
2026-05-09,9,5,6,14,5,1,19,19,1,1,110,1,100,2,120
2026-05-09,9,6,5,14,3,1,20,19,1,1,320,1,110,6,780
2026-05-09,9,7,6,14,5,1,20,19,3,5,1060,5,860,3,230
2026-05-09,9,8,6,14,5,1,20,19,2,2,250,2,100,4,320
2026-05-09,9,9,6,14,5,1,21,20,1,1,180,1,130,3,390
2026-05-09,9,10,6,14,5,1,21,20,1,1,150,1,150,2,180
2026-05-09,9,11,5,12,3,1,21,20,3,3,1710,3,930,4,240
2026-05-09,9,12,5,14,3,1,21,20,4,3,1240,3,240,1,110
2026-05-09,11,1,4,5,6,1,17,19,1,1,230,1,130,3,330
2026-05-09,11,2,3,5,5,1,17,19,1,1,190,1,110,4,150
2026-05-09,11,3,4,7,6,1,16,19,2,4,470,4,120,3,280
2026-05-09,11,4,6,5,6,1,17,19,1,1,170,1,240,3,510
2026-05-09,11,5,5,5,5,1,18,19,4,5,500,5,300,1,100
2026-05-09,11,6,5,7,7,1,17,19,1,1,100,1,100,2,100
2026-05-09,11,7,5,7,8,1,19,19,1,1,180,1,170,2,120
2026-05-09,11,8,4,15,8,1,18,19,1,1,110,1,110,3,250
2026-05-09,11,9,7,5,11,1,17,19,1,1,120,1,120,4,130
2026-05-09,11,10,7,7,11,1,17,19,1,1,130,1,100,5,150
2026-05-09,11,11,7,7,11,1,17,19,1,1,110,1,110,5,190
2026-05-09,11,12,4,3,8,1,18,19,2,2,1000,2,150,1,110
2026-05-09,13,1,2,12,0,1,19,19.5,1,1,150,1,100,3,120
2026-05-09,13,2,0,17,0,1,19.4,19.6,1,1,120,1,100,2,120
2026-05-09,13,3,4,10,0,1,19.9,19.6,1,1,100,1,100,4,100
2026-05-09,13,4,3,12,0,1,19.5,19.8,6,1,100,1,100,4,250
2026-05-09,13,5,7,12,5,1,19.2,19.9,1,1,110,1,160,4,200
2026-05-09,13,6,4,10,0,1,20.4,20,1,1,160,1,110,4,140
2026-05-09,13,7,7,12,5,1,20.5,20.1,1,1,180,1,100,3,310
2026-05-09,13,8,3,12,0,1,20.6,20.2,5,1,110,1,110,2,160
2026-05-09,13,9,3,14,0,1,21.2,20.2,1,1,100,1,290,2,780
2026-05-09,13,10,5,12,3,1,21.4,20.3,1,1,110,1,100,2,210
2026-05-09,13,11,4,12,0,1,21.9,20.3,1,1,100,1,100,4,550
2026-05-09,13,12,4,6,0,1,21,20.4,2,2,550,2,180,1,100
2026-05-09,14,1,4,5,4,1,16,16,1,1,100,1,100,6,270
2026-05-09,14,2,3,5,3,1,17,16,3,4,710,4,260,6,860
2026-05-09,14,3,5,5,5,1,17,16,1,1,150,1,100,5,100
2026-05-09,14,4,3,5,3,1,17,16,3,4,250,4,200,5,420
2026-05-09,14,5,6,5,6,1,17,16,2,2,330,2,150,1,150
2026-05-09,14,6,3,5,3,1,17,16,3,2,220,2,100,1,100
2026-05-09,14,7,3,5,3,1,18,16,2,2,450,2,220,5,160
2026-05-09,14,8,4,5,4,1,18,16,1,1,260,1,130,2,140
2026-05-09,14,9,2,5,2,1,18,16,4,5,270,5,130,1,100
2026-05-09,14,10,2,5,2,1,18,16,3,4,780,4,220,2,100
2026-05-09,14,11,3,5,3,1,19,16,2,3,840,3,330,6,240
2026-05-09,14,12,3,5,3,1,20,16,1,1,100,1,330,3,620
2026-05-09,15,1,3,11,3,1,22,17,1,1,150,1,100,3,170
2026-05-09,15,2,3,11,3,1,22,17,1,1,130,1,100,2,110
2026-05-09,15,3,2,11,2,1,22,17,3,2,370,2,150,3,120
2026-05-09,15,4,2,11,2,1,22,17,4,3,780,3,270,5,350
2026-05-09,15,5,3,11,3,1,22,17,1,1,130,1,110,3,250
2026-05-09,15,6,1,13,1,1,22,17,1,1,210,1,120,2,180
2026-05-09,15,7,1,13,1,1,21,17,1,1,120,1,100,5,400
2026-05-09,15,8,1,13,1,1,20,17,1,1,120,1,100,3,140
2026-05-09,15,9,1,15,1,1,19,17,5,1,130,1,100,3,230
2026-05-09,15,10,1,13,1,1,19,17,1,1,110,1,110,4,320
2026-05-09,15,11,2,13,2,1,19,17,3,4,230,4,230,3,610
2026-05-09,15,12,1,5,1,1,18,17,1,1,130,1,100,2,150
2026-05-09,18,1,3,7,3,1,17,16,1,1,100,1,100,4,190
2026-05-09,18,2,2,9,2,1,17,16,1,1,120,1,100,6,140
2026-05-09,18,3,3,9,3,1,17,17,1,1,100,1,100,3,210
2026-05-09,18,4,4,9,4,1,18,17,1,1,110,1,100,3,190
2026-05-09,18,5,4,9,4,1,17,17,1,1,470,1,100,4,100
2026-05-09,18,6,4,9,4,1,18,17,5,6,3120,6,1010,1,150
2026-05-09,18,7,4,9,4,1,18,17,4,5,680,5,220,4,290
2026-05-09,18,8,4,9,4,1,18,17,1,1,370,1,110,5,110
2026-05-09,18,9,4,9,4,1,18,17,1,1,100,1,100,3,200
2026-05-09,18,10,4,9,4,1,19,17,1,1,100,1,100,2,170
2026-05-09,18,11,4,9,4,1,19,18,1,1,100,1,100,2,200
2026-05-09,18,12,4,9,4,1,20,18,1,1,100,1,100,4,190
2026-05-09,20,1,2,2,2,1,20,20,4,3,1750,3,220,2,220
2026-05-09,20,2,2,2,2,1,19,20,3,4,360,4,140,1,100
2026-05-09,20,3,2,2,2,1,19,20,1,1,180,1,150,3,280
2026-05-09,20,4,1,2,1,1,19,20,1,1,120,1,100,3,120
2026-05-09,20,5,1,2,1,1,19,20,1,1,110,1,100,3,240
2026-05-09,20,6,1,2,1,1,19,20,3,4,1590,4,250,1,100
2026-05-09,20,7,1,2,1,1,19,20,1,1,120,1,100,3,110
2026-05-09,20,8,1,2,1,1,18,20,4,5,4520,5,690,2,150
2026-05-09,20,9,1,2,1,1,18,20,1,1,220,1,130,3,250
2026-05-09,20,10,1,2,1,1,17,20,3,2,420,2,150,3,280
2026-05-09,20,11,1,2,1,1,17,20,1,1,110,1,100,5,280
2026-05-09,20,12,1,2,1,1,16,20,2,2,310,2,150,1,110
2026-05-09,21,1,0,17,1,1,18.8,21.8,1,1,100,1,100,3,200
2026-05-09,21,2,1,13,1,1,19.9,21.7,5,1,100,1,100,4,110
2026-05-09,21,3,2,11,2,1,20.6,21.8,1,1,120,1,110,5,160
2026-05-09,21,4,3,11,3,1,20.9,22,1,1,110,1,100,4,170
2026-05-09,21,5,3,11,3,1,21.5,22.2,5,3,760,3,210,1,100
2026-05-09,21,6,3,7,3,1,21.7,22.3,4,4,360,4,160,1,250
2026-05-09,21,7,4,7,4,1,20.7,22.7,2,2,340,2,240,4,320
2026-05-09,21,8,4,7,4,1,20.4,23,1,1,230,1,170,2,260
2026-05-09,21,9,4,7,4,1,20.2,23.3,3,3,400,3,350,6,770
2026-05-09,21,10,4,7,4,1,20.6,23.4,1,1,110,1,100,4,200
2026-05-09,21,11,4,7,4,1,20.3,23.7,3,2,470,2,390,4,470
2026-05-09,21,12,3,9,3,1,20.7,23.8,4,5,760,5,510,1,150
2026-05-09,22,1,3,10,3,1,18,19,1,1,140,1,100,2,100
2026-05-09,22,2,3,10,3,1,18,19,3,3,220,3,100,6,180
2026-05-09,22,3,3,10,3,1,18,19,5,1,310,1,170,3,100
2026-05-09,22,4,3,10,3,1,18,19,1,1,120,1,110,2,100
2026-05-09,22,5,3,10,3,1,18,19,1,1,160,1,120,3,160
2026-05-09,22,6,3,10,3,1,18,19,1,1,290,1,120,2,100
2026-05-09,22,7,3,10,3,1,18,19,2,2,150,2,110,1,100
2026-05-09,22,8,3,10,3,1,18,19,1,1,110,1,100,4,100
2026-05-09,22,9,3,10,3,1,18,19,5,1,110,1,180,3,170
2026-05-09,22,10,3,10,3,1,18,19,3,6,460,6,510,2,800
2026-05-09,22,11,3,10,3,1,18,19,1,1,200,1,110,3,260
2026-05-09,22,12,3,10,3,1,18,19,1,1,120,1,100,4,170
2026-05-09,24,1,2,7,1,1,21,21,1,1,130,1,200,3,350
2026-05-09,24,2,2,7,1,1,21,21,3,2,250,2,110,5,440
2026-05-09,24,3,2,5,1,1,21,21,2,2,760,2,250,4,500
2026-05-09,24,4,3,5,2,1,21,21,3,3,250,3,350,4,340
2026-05-09,24,5,2,5,1,1,21,21,6,4,130,4,100,6,110
2026-05-09,24,6,2,5,1,1,21,21,2,2,140,2,120,5,180
2026-05-09,24,7,2,7,1,1,21,21,1,1,110,1,100,4,190
2026-05-09,24,8,2,7,1,1,21,21,1,1,110,1,100,5,120
2026-05-09,24,9,2,9,1,1,20,21,3,3,110,3,110,4,260
2026-05-09,24,10,2,9,1,1,20,21,1,1,170,1,100,4,100
2026-05-09,24,11,3,11,2,1,20,21,1,1,100,1,100,5,160
2026-05-09,24,12,2,11,1,1,18,21,4,3,1380,3,350,1,240
2026-05-10,5,1,1,9,2,1,21,21,1,1,180,1,100,4,140
2026-05-10,5,2,1,5,2,1,21,21,1,1,170,1,160,5,370
2026-05-10,5,3,3,9,2,1,22,21,6,5,210,5,210,4,430
2026-05-10,5,4,2,5,2,1,22,21,3,3,300,3,250,5,290
2026-05-10,5,5,3,9,2,1,22,21,1,1,470,1,110,2,130
2026-05-10,5,6,5,9,2,1,23,21,1,1,210,1,130,2,100
2026-05-10,5,7,3,9,2,1,23,21,4,6,600,6,150,3,180
2026-05-10,5,8,4,9,2,1,22,21,5,1,100,1,100,2,110
2026-05-10,5,9,4,9,2,1,22,21,3,2,960,2,180,1,100
2026-05-10,5,10,1,9,2,1,21,21,1,1,120,1,140,5,340
2026-05-10,5,11,2,9,2,1,21,21,1,1,110,1,100,6,250
2026-05-10,5,12,6,9,2,1,21,21,2,3,560,3,190,1,150
2026-05-10,9,1,1,6,1,1,19,19,1,1,100,1,100,3,150
2026-05-10,9,2,3,4,2,1,20,19,3,3,1860,3,1070,6,970
2026-05-10,9,3,3,4,2,1,19,19,2,2,410,2,160,3,100
2026-05-10,9,4,3,6,2,1,20,20,2,4,320,4,160,1,160
2026-05-10,9,5,3,6,2,1,20,20,1,1,100,1,100,6,220
2026-05-10,9,6,3,6,2,1,21,20,3,2,170,2,120,3,130
2026-05-10,9,7,3,6,2,1,22,20,3,6,650,6,170,2,210
2026-05-10,9,8,3,6,2,1,23,20,2,2,160,2,130,3,310
2026-05-10,9,9,4,6,2,1,23,20,1,1,110,1,110,3,230
2026-05-10,9,10,3,6,2,1,23,20,3,3,200,3,100,4,420
2026-05-10,9,11,4,6,2,1,24,20,1,1,120,1,140,3,820
2026-05-10,9,12,4,6,2,1,24,20,1,1,100,1,100,4,120
2026-05-10,11,1,1,7,1,1,17,20,1,1,100,1,100,5,370
2026-05-10,11,2,2,5,2,1,17,20,2,4,390,4,280,1,140
2026-05-10,11,3,3,7,3,1,17,20,1,1,220,1,210,3,350
2026-05-10,11,4,3,5,3,1,18,20,1,1,130,1,100,3,400
2026-05-10,11,5,4,5,3,1,18,20,3,3,690,3,370,6,370
2026-05-10,11,6,4,7,4,1,18,20,2,2,750,2,150,1,150
2026-05-10,11,7,4,7,4,1,19,20,5,3,170,3,180,1,200
2026-05-10,11,8,4,7,4,1,19,20,2,2,1010,2,570,3,1230
2026-05-10,11,9,3,7,3,1,19,20,4,4,730,4,200,1,130
2026-05-10,11,10,3,7,3,1,19,20,1,1,160,1,100,2,100
2026-05-10,11,11,3,5,3,1,19,20,3,6,350,6,120,1,120
2026-05-10,11,12,2,7,2,1,20,20,1,1,100,1,110,4,200
2026-05-10,14,1,2,11,2,1,19,16,1,1,100,1,100,3,150
2026-05-10,14,2,2,11,2,1,19,16,1,1,150,1,100,4,100
2026-05-10,14,3,2,11,2,1,19,16,4,3,640,3,100,1,100
2026-05-10,14,4,2,11,2,1,19,16,1,1,120,1,120,3,180
2026-05-10,14,5,2,11,2,1,19,16,3,3,390,3,150,6,240
2026-05-10,14,6,2,11,2,1,20,16,3,3,260,3,190,5,4530
2026-05-10,14,7,1,11,1,1,20,16,1,1,220,1,100,4,290
2026-05-10,14,8,2,13,2,1,20,16,3,3,200,3,170,1,100
2026-05-10,14,9,3,11,3,1,20,16,4,3,150,3,100,1,100
2026-05-10,14,10,3,11,3,1,20,16,4,4,1710,4,460,3,130
2026-05-10,14,11,2,11,2,1,20,16,3,4,970,4,1010,1,110
2026-05-10,14,12,2,11,2,1,20,16,1,1,150,1,120,2,140
2026-05-10,15,1,2,13,2,1,23,17,5,1,140,1,100,3,150
2026-05-10,15,2,2,13,2,1,23,17,1,1,150,1,100,2,130
2026-05-10,15,3,1,13,1,1,23,17,1,1,100,1,100,3,140
2026-05-10,15,4,1,13,1,1,24,17,1,1,110,1,100,2,110
2026-05-10,15,5,2,13,2,1,24,17,1,1,140,1,100,3,150
2026-05-10,15,6,2,13,2,1,23,17,1,1,120,1,100,4,170
2026-05-10,15,7,2,13,2,1,22,17,1,1,120,1,100,3,240
2026-05-10,15,8,1,13,1,1,21,17,1,1,100,1,110,4,340
2026-05-10,15,9,1,13,1,1,20,17,1,1,110,1,100,3,280
2026-05-10,15,10,1,13,1,1,19,17,1,1,120,1,130,4,270
2026-05-10,15,11,1,13,1,1,19,17,1,1,110,1,100,5,210
2026-05-10,15,12,2,13,2,1,19,17,1,1,170,1,100,2,150
2026-05-10,16,1,3,11,3,1,18,17,1,1,100,1,100,4,210
2026-05-10,16,2,3,11,3,1,18,17,5,3,800,3,300,1,130
2026-05-10,16,3,4,11,3,1,18,17,4,3,250,3,180,2,380
2026-05-10,16,4,3,11,3,1,19,17,1,1,120,1,130,2,160
2026-05-10,16,5,2,11,3,1,19,17,3,3,580,3,240,4,440
2026-05-10,16,6,2,11,3,1,20,17,3,2,210,2,130,4,150
2026-05-10,16,7,3,13,3,1,20,17,4,3,410,3,190,6,150
2026-05-10,16,8,4,11,3,1,21,17,3,3,1500,3,330,1,130
2026-05-10,16,9,3,13,3,1,21,17,4,3,960,3,200,1,100
2026-05-10,16,10,3,13,3,1,21,17,1,1,150,1,110,2,220
2026-05-10,16,11,3,11,3,1,21,17,1,1,180,1,190,3,120
2026-05-10,16,12,2,13,3,1,21,17,1,1,100,1,130,5,630
2026-05-10,20,1,3,6,3,1,23,21,1,1,120,1,100,6,190
2026-05-10,20,2,2,6,2,1,23,21,2,2,1200,2,400,4,400
2026-05-10,20,3,2,4,2,1,23,21,1,1,310,1,170,2,250
2026-05-10,20,4,2,4,2,1,22,21,4,4,220,4,100,1,100
2026-05-10,20,5,2,4,2,1,22,21,1,1,120,1,100,2,160
2026-05-10,20,6,1,4,1,1,21,21,4,5,510,5,150,1,110
2026-05-10,20,7,1,4,1,1,21,21,4,2,460,2,250,1,120
2026-05-10,20,8,1,16,1,1,20,21,3,3,750,3,140,4,780
2026-05-10,20,9,1,2,1,1,19,21,5,4,390,4,190,2,510
2026-05-10,20,10,1,2,1,1,19,21,1,1,370,1,110,4,110
2026-05-10,20,11,1,2,1,1,19,21,1,1,110,1,100,2,420
2026-05-10,20,12,1,2,1,1,18,21,1,1,100,1,100,2,290
2026-05-10,21,1,1,13,1,1,19.3,21.7,1,1,100,1,100,4,340
2026-05-10,21,2,3,13,3,1,19.3,21.8,1,1,100,1,100,2,110
2026-05-10,21,3,3,13,3,1,20.3,21.8,1,1,130,1,100,5,100
2026-05-10,21,4,1,13,1,1,21.1,22,1,1,110,1,100,3,100
2026-05-10,21,5,1,13,1,1,22.5,22.2,1,1,140,1,100,3,130
2026-05-10,21,6,3,11,3,1,23.2,22.5,1,1,190,1,130,2,130
2026-05-10,21,7,3,7,3,1,22.5,22.6,2,2,700,2,110,3,160
2026-05-10,21,8,4,7,4,1,22.4,23.5,3,3,170,3,100,5,290
2026-05-10,21,9,3,7,3,1,22.4,23.6,1,1,100,1,140,3,240
2026-05-10,21,10,4,7,4,1,22.4,23.9,1,1,140,1,100,3,220
2026-05-10,21,11,3,7,3,1,22.7,24.2,1,1,160,1,100,2,120
2026-05-10,21,12,3,7,3,1,23.1,24.1,1,1,130,1,100,2,160
2026-05-10,22,1,3,10,3,1,18,19,5,3,600,3,660,2,1210
2026-05-10,22,2,3,10,3,1,18,19,1,1,1370,1,170,6,170
2026-05-10,22,3,3,10,3,1,18,19,2,2,380,2,190,3,100
2026-05-10,22,4,3,10,3,1,19,19,3,2,200,2,220,4,270
2026-05-10,22,5,3,10,3,1,19,19,5,2,180,2,170,5,130
2026-05-10,22,6,3,10,3,1,19,19,1,1,520,1,230,3,650
2026-05-10,22,7,3,10,3,1,19,19,1,1,250,1,100,3,100
2026-05-10,22,8,3,10,3,1,19,19,1,1,220,1,100,2,370
2026-05-10,22,9,3,10,3,1,19,19,3,3,360,3,120,1,100
2026-05-10,22,10,3,10,3,1,19,19,1,1,110,1,140,3,260
2026-05-10,22,11,3,10,3,1,19,19,1,1,100,1,100,2,150
2026-05-10,22,12,3,10,3,1,19,19,1,1,100,1,100,2,200
2026-05-10,23,1,2,14,2,1,16,21,2,2,2220,2,160,1,100
2026-05-10,23,2,1,14,1,1,18,21,1,1,120,1,100,3,110
2026-05-10,23,3,2,14,2,1,19,21,3,4,330,4,310,6,610
2026-05-10,23,4,1,16,1,1,21,21,1,1,280,1,210,4,200
2026-05-10,23,5,4,4,4,1,20,21,1,1,160,1,100,3,160
2026-05-10,23,6,2,4,2,1,21,21,1,1,160,1,130,2,110
2026-05-10,23,7,4,4,4,1,21,21,2,2,160,2,130,5,130
2026-05-10,23,8,5,4,5,1,20,21,2,2,710,2,260,5,460
2026-05-10,23,9,5,4,5,1,20,21,1,1,240,1,140,3,100
2026-05-10,23,10,5,4,5,1,21,21,1,1,140,1,100,3,230
2026-05-10,23,11,4,4,4,1,21,21,3,4,500,4,330,2,160
2026-05-10,23,12,5,4,5,1,21,21,3,3,420,3,190,2,280
2026-05-10,24,1,2,7,1,1,22,22,3,3,490,3,570,4,350
2026-05-10,24,2,2,5,1,1,22,22,5,3,340,3,120,1,100
2026-05-10,24,3,2,3,1,1,21,22,1,1,140,1,110,5,170
2026-05-10,24,4,2,5,1,1,22,22,1,1,120,1,100,6,140
2026-05-10,24,5,1,5,1,1,22,22,4,3,560,3,180,2,430
2026-05-10,24,6,2,5,1,1,22,22,1,1,100,1,100,5,190
2026-05-10,24,7,1,5,1,1,22,22,1,1,100,1,100,3,330
2026-05-10,24,8,1,5,1,1,22,22,1,1,190,1,150,4,310
2026-05-10,24,9,1,5,1,1,21,22,3,3,420,3,280,2,290
2026-05-10,24,10,1,3,1,1,21,22,1,1,120,1,180,2,340
2026-05-10,24,11,1,1,1,1,20,22,1,1,140,1,100,2,100
2026-05-10,24,12,1,1,1,1,19,22,1,1,110,1,100,2,260
2026-05-11,3,1,8,4,10,1,23,21,3,3,350,3,160,4,350
2026-05-11,3,2,8,4,10,1,23,21,2,2,350,2,160,3,140
2026-05-11,3,3,8,4,15,1,23,21,4,4,270,4,160,3,380
2026-05-11,3,4,8,4,15,1,23,21,3,4,680,4,320,1,320
2026-05-11,3,5,10,4,20,1,22,21,1,1,320,1,260,5,280
2026-05-11,3,6,10,4,20,1,22,21,2,6,2290,6,110,1,100
2026-05-11,3,7,,,,,,,,,,,,,
2026-05-11,3,8,,,,,,,,,,,,,
2026-05-11,3,9,,,,,,,,,,,,,
2026-05-11,3,10,,,,,,,,,,,,,
2026-05-11,3,11,,,,,,,,,,,,,
2026-05-11,3,12,,,,,,,,,,,,,
2026-05-11,5,1,4,9,2,1,22,21,4,5,190,5,130,6,300
2026-05-11,5,2,2,9,2,1,22,22,1,1,240,1,170,2,190
2026-05-11,5,3,1,9,2,1,22,22,3,2,530,2,100,3,120
2026-05-11,5,4,7,11,2,1,22,22,4,4,630,4,200,3,140
2026-05-11,5,5,5,9,2,1,22,22,2,3,390,3,210,1,130
2026-05-11,5,6,5,9,3,1,22,22,4,3,550,3,360,6,330
2026-05-11,5,7,5,9,2,1,22,22,3,2,310,2,130,6,150
2026-05-11,5,8,2,9,2,1,22,22,1,1,260,1,160,5,1060
2026-05-11,5,9,4,9,2,1,22,22,1,1,160,1,100,3,170
2026-05-11,5,10,4,9,2,1,21,22,4,6,1910,6,570,5,260
2026-05-11,5,11,5,9,2,1,21,22,1,1,280,1,100,3,210
2026-05-11,5,12,6,9,2,1,21,22,1,1,150,1,120,5,120
2026-05-11,8,1,2,11,1,1,19,20,1,1,100,1,100,3,120
2026-05-11,8,2,2,11,1,1,19,21,2,2,570,2,270,1,230
2026-05-11,8,3,2,11,1,1,20,21,4,5,400,5,130,1,100
2026-05-11,8,4,2,11,1,1,20,21,1,1,190,1,140,3,310
2026-05-11,8,5,2,11,1,1,20,21,4,3,770,3,160,1,150
2026-05-11,8,6,3,9,1,1,20,21,3,3,110,3,100,1,100
2026-05-11,8,7,3,9,1,1,21,21,1,1,260,1,150,5,100
2026-05-11,8,8,3,7,1,1,22,21,3,2,270,2,100,4,200
2026-05-11,8,9,4,7,2,1,22,21,1,1,130,1,100,2,270
2026-05-11,8,10,4,7,2,1,22,21,1,1,100,1,100,5,690
2026-05-11,8,11,4,7,2,1,21,22,2,4,650,4,210,2,120
