racer_id,wind_band,races,wins,win_rate,low_sample
4238,2-3,108,37,0.3426,0
4238,4-5,44,21,0.4773,0
4238,6+,18,7,0.3889,0
4239,0-1,76,27,0.3553,0
4239,2-3,174,42,0.2414,0
4239,4-5,77,22,0.2857,0
4239,6+,16,4,0.25,0
4240,0-1,78,15,0.1923,0
4240,2-3,156,34,0.2179,0
4240,4-5,60,9,0.15,0
4240,6+,21,7,0.3333,0
4241,0-1,78,10,0.1282,0
4241,2-3,160,29,0.1812,0
4241,4-5,79,8,0.1013,0
4241,6+,20,3,0.15,0
4243,0-1,65,9,0.1385,0
4243,2-3,136,29,0.2132,0
4243,4-5,75,12,0.16,0
4243,6+,28,4,0.1429,0
4244,0-1,57,2,0.0351,0
4244,2-3,99,12,0.1212,0
4244,4-5,42,5,0.119,0
4244,6+,10,1,0.1,0
4245,0-1,62,3,0.0484,0
4245,2-3,150,17,0.1133,0
4245,4-5,52,7,0.1346,0
4245,6+,23,4,0.1739,0
4246,0-1,60,2,0.0333,0
4246,2-3,123,5,0.0407,0
4246,4-5,80,9,0.1125,0
4246,6+,15,0,0.0,0
4247,0-1,77,13,0.1688,0
4247,2-3,145,11,0.0759,0
4247,4-5,63,13,0.2063,0
4247,6+,23,3,0.1304,0
4248,0-1,78,6,0.0769,0
4248,2-3,122,9,0.0738,0
4248,4-5,62,4,0.0645,0
4248,6+,13,1,0.0769,0
4251,0-1,66,6,0.0909,0
4251,2-3,157,17,0.1083,0
4251,4-5,90,11,0.1222,0
4251,6+,18,0,0.0,0
4252,0-1,88,11,0.125,0
4252,2-3,119,9,0.0756,0
4252,4-5,63,7,0.1111,0
4252,6+,18,3,0.1667,0
4253,0-1,70,4,0.0571,0
4253,2-3,163,13,0.0798,0
4253,4-5,76,8,0.1053,0
4253,6+,11,1,0.0909,0
4254,0-1,97,25,0.2577,0
4254,2-3,129,27,0.2093,0
4254,4-5,54,7,0.1296,0
4254,6+,13,5,0.3846,0
4256,0-1,79,23,0.2911,0
4256,2-3,177,38,0.2147,0
4256,4-5,85,26,0.3059,0
4256,6+,13,3,0.2308,0
4257,0-1,59,6,0.1017,0
4257,2-3,118,21,0.178,0
4257,4-5,61,9,0.1475,0
4257,6+,18,1,0.0556,0
4258,0-1,82,13,0.1585,0
4258,2-3,131,18,0.1374,0
4258,4-5,58,4,0.069,0
4258,6+,26,2,0.0769,0
4259,0-1,103,16,0.1553,0
4259,2-3,167,41,0.2455,0
4259,4-5,75,10,0.1333,0
4259,6+,18,3,0.1667,0
4260,0-1,72,13,0.1806,0
4260,2-3,181,35,0.1934,0
4260,4-5,60,14,0.2333,0
4260,6+,18,4,0.2222,0
4261,0-1,98,27,0.2755,0
4261,2-3,165,35,0.2121,0
4261,4-5,84,15,0.1786,0
4261,6+,29,3,0.1034,0
4262,0-1,112,36,0.3214,0
4262,2-3,163,49,0.3006,0
4262,4-5,70,20,0.2857,0
4262,6+,20,6,0.3,0
4263,0-1,65,13,0.2,0
4263,2-3,155,26,0.1677,0
4263,4-5,61,14,0.2295,0
4263,6+,11,3,0.2727,0
4264,0-1,91,21,0.2308,0
4264,2-3,164,34,0.2073,0
4264,4-5,103,33,0.3204,0
4264,6+,30,15,0.5,0
4266,0-1,80,26,0.325,0
4266,2-3,167,45,0.2695,0
4266,4-5,71,23,0.3239,0
4266,6+,27,7,0.2593,0
4268,0-1,52,1,0.0192,0
4268,2-3,83,5,0.0602,0
4268,4-5,30,0,0.0,0
4268,6+,10,0,0.0,0
4269,0-1,83,20,0.241,0
4269,2-3,167,51,0.3054,0
4269,4-5,80,25,0.3125,0
4269,6+,43,8,0.186,0
4270,0-1,65,5,0.0769,0
4270,2-3,129,17,0.1318,0
4270,4-5,55,6,0.1091,0
4270,6+,24,4,0.1667,0
4271,0-1,59,7,0.1186,0
4271,2-3,132,10,0.0758,0
4271,4-5,54,3,0.0556,0
4271,6+,22,1,0.0455,0
4272,0-1,68,7,0.1029,0
4272,2-3,136,12,0.0882,0
4272,4-5,62,6,0.0968,0
4272,6+,14,1,0.0714,0
4273,0-1,58,3,0.0517,0
4273,2-3,138,18,0.1304,0
4273,4-5,58,6,0.1034,0
4273,6+,22,3,0.1364,0
4274,0-1,69,5,0.0725,0
4274,2-3,130,16,0.1231,0
4274,4-5,51,8,0.1569,0
4274,6+,24,1,0.0417,0
4275,0-1,40,3,0.075,0
4275,2-3,78,1,0.0128,0
4275,4-5,43,0,0.0,0
4275,6+,21,1,0.0476,0
4276,0-1,84,25,0.2976,0
4276,2-3,163,49,0.3006,0
4276,4-5,60,19,0.3167,0
4276,6+,24,4,0.1667,0
4277,0-1,54,9,0.1667,0
4277,2-3,131,19,0.145,0
4277,4-5,75,14,0.1867,0
4277,6+,22,10,0.4545,0
4278,0-1,106,32,0.3019,0
4278,2-3,156,56,0.359,0
4278,4-5,104,29,0.2788,0
4278,6+,28,10,0.3571,0
4281,0-1,72,9,0.125,0
4281,2-3,124,17,0.1371,0
4281,4-5,62,12,0.1935,0
4281,6+,12,1,0.0833,0
4283,0-1,54,1,0.0185,0
4283,2-3,98,5,0.051,0
4283,4-5,59,4,0.0678,0
4283,6+,32,4,0.125,0
4286,0-1,82,11,0.1341,0
4286,2-3,193,30,0.1554,0
4286,4-5,93,16,0.172,0
4286,6+,42,8,0.1905,0
4287,0-1,89,23,0.2584,0
4287,2-3,140,34,0.2429,0
4287,4-5,86,17,0.1977,0
4287,6+,10,1,0.1,0
4288,0-1,79,31,0.3924,0
4288,2-3,186,64,0.3441,0
4288,4-5,93,25,0.2688,0
4288,6+,25,11,0.44,0
4289,0-1,70,15,0.2143,0
4289,2-3,163,38,0.2331,0
4289,4-5,72,17,0.2361,0
4289,6+,19,5,0.2632,0
4290,0-1,81,22,0.2716,0
4290,2-3,154,36,0.2338,0
4290,4-5,74,18,0.2432,0
4290,6+,22,5,0.2273,0
4292,0-1,78,20,0.2564,0
4292,2-3,157,43,0.2739,0
4292,4-5,87,21,0.2414,0
4292,6+,26,5,0.1923,0
4293,0-1,90,15,0.1667,0
4293,2-3,168,28,0.1667,0
4293,4-5,75,10,0.1333,0
4293,6+,17,0,0.0,0
4294,0-1,64,15,0.2344,0
4294,2-3,145,43,0.2966,0
4294,4-5,91,35,0.3846,0
4294,6+,37,9,0.2432,0
4295,0-1,105,29,0.2762,0
4295,2-3,160,47,0.2938,0
4295,4-5,90,29,0.3222,0
4295,6+,35,8,0.2286,0
4296,0-1,45,11,0.2444,0
4296,2-3,125,37,0.296,0
4296,4-5,64,15,0.2344,0
4296,6+,32,8,0.25,0
4297,0-1,74,18,0.2432,0
4297,2-3,161,42,0.2609,0
4297,4-5,81,27,0.3333,0
4297,6+,22,5,0.2273,0
4298,0-1,118,22,0.1864,0
4298,2-3,140,19,0.1357,0
4298,4-5,71,15,0.2113,0
4298,6+,20,5,0.25,0
4299,0-1,66,6,0.0909,0
4299,2-3,122,9,0.0738,0
4299,4-5,49,3,0.0612,0
4299,6+,16,0,0.0,0
4300,0-1,77,9,0.1169,0
4300,2-3,133,14,0.1053,0
4300,4-5,54,4,0.0741,0
4300,6+,10,3,0.3,0
4301,0-1,39,3,0.0769,0
4301,2-3,121,14,0.1157,0
4301,4-5,56,8,0.1429,0
4301,6+,13,0,0.0,0
4302,0-1,93,25,0.2688,0
4302,2-3,188,52,0.2766,0
4302,4-5,74,15,0.2027,0
4302,6+,15,3,0.2,0
4303,0-1,73,16,0.2192,0
4303,2-3,129,15,0.1163,0
4303,4-5,74,10,0.1351,0
4303,6+,10,0,0.0,0
4305,0-1,101,31,0.3069,0
4305,2-3,147,62,0.4218,0
4305,4-5,60,23,0.3833,0
4305,6+,16,4,0.25,0
4306,0-1,56,6,0.1071,0
4306,2-3,138,13,0.0942,0
4306,4-5,60,5,0.0833,0
4306,6+,15,4,0.2667,0
4308,0-1,94,29,0.3085,0
4308,2-3,159,38,0.239,0
4308,4-5,80,19,0.2375,0
4308,6+,23,8,0.3478,0
4311,0-1,106,28,0.2642,0
4311,2-3,147,42,0.2857,0
4311,4-5,64,21,0.3281,0
4311,6+,32,9,0.2812,0
4313,0-1,42,6,0.1429,0
4313,2-3,90,20,0.2222,0
4313,4-5,50,11,0.22,0
4313,6+,9,3,0.3333,1
4314,0-1,86,19,0.2209,0
4314,2-3,152,32,0.2105,0
4314,4-5,81,21,0.2593,0
4314,6+,13,3,0.2308,0
4315,0-1,69,13,0.1884,0
4315,2-3,129,20,0.155,0
4315,4-5,65,10,0.1538,0
4315,6+,14,0,0.0,0
4317,0-1,59,10,0.1695,0
4317,2-3,119,16,0.1345,0
4317,4-5,71,7,0.0986,0
4317,6+,24,3,0.125,0
4318,0-1,75,11,0.1467,0
4318,2-3,135,14,0.1037,0
4318,4-5,65,10,0.1538,0
4318,6+,33,9,0.2727,0
4319,0-1,86,13,0.1512,0
4319,2-3,178,32,0.1798,0
4319,4-5,77,13,0.1688,0
4319,6+,29,3,0.1034,0
4320,0-1,70,24,0.3429,0
4320,2-3,117,36,0.3077,0
4320,4-5,74,25,0.3378,0
4320,6+,25,10,0.4,0
4323,0-1,79,15,0.1899,0
4323,2-3,140,17,0.1214,0
4323,4-5,55,8,0.1455,0
4323,6+,18,2,0.1111,0
4324,0-1,108,36,0.3333,0
4324,2-3,204,59,0.2892,0
4324,4-5,92,34,0.3696,0
4324,6+,25,16,0.64,0
4325,0-1,91,6,0.0659,0
4325,2-3,111,12,0.1081,0
4325,4-5,51,3,0.0588,0
4325,6+,10,0,0.0,0
4327,0-1,62,0,0.0,0
4327,2-3,129,12,0.093,0
4327,4-5,83,11,0.1325,0
4327,6+,25,1,0.04,0
4329,0-1,66,5,0.0758,0
4329,2-3,141,12,0.0851,0
4329,4-5,69,5,0.0725,0
4329,6+,19,0,0.0,0
4330,0-1,79,22,0.2785,0
4330,2-3,143,35,0.2448,0
4330,4-5,92,23,0.25,0
4330,6+,8,2,0.25,1
4331,0-1,80,10,0.125,0
4331,2-3,152,42,0.2763,0
4331,4-5,61,15,0.2459,0
4331,6+,25,4,0.16,0
4332,0-1,49,2,0.0408,0
4332,2-3,110,7,0.0636,0
4332,4-5,56,4,0.0714,0
4332,6+,24,2,0.0833,0
4335,0-1,100,35,0.35,0
4335,2-3,152,35,0.2303,0
4335,4-5,60,20,0.3333,0
4335,6+,29,11,0.3793,0
4336,0-1,91,15,0.1648,0
4336,2-3,179,19,0.1061,0
4336,4-5,62,10,0.1613,0
4336,6+,7,1,0.1429,1
4337,0-1,81,19,0.2346,0
4337,2-3,184,47,0.2554,0
4337,4-5,80,18,0.225,0
4337,6+,34,8,0.2353,0
4339,0-1,87,5,0.0575,0
4339,2-3,106,8,0.0755,0
4339,4-5,70,3,0.0429,0
4339,6+,21,4,0.1905,0
4340,0-1,8,0,0.0,1
4340,2-3,29,0,0.0,0
4340,4-5,14,2,0.1429,0
4340,6+,1,0,0.0,1
4342,0-1,72,23,0.3194,0
4342,2-3,152,45,0.2961,0
4342,4-5,72,22,0.3056,0
4342,6+,35,12,0.3429,0
4343,0-1,47,3,0.0638,0
4343,2-3,174,7,0.0402,0
4343,4-5,50,4,0.08,0
4343,6+,16,1,0.0625,0
4344,0-1,98,29,0.2959,0
4344,2-3,149,37,0.2483,0
4344,4-5,69,20,0.2899,0
4344,6+,26,11,0.4231,0
4345,0-1,82,10,0.122,0
4345,2-3,134,25,0.1866,0
4345,4-5,66,14,0.2121,0
4345,6+,34,5,0.1471,0
4346,0-1,78,9,0.1154,0
4346,2-3,138,28,0.2029,0
4346,4-5,64,7,0.1094,0
4346,6+,22,1,0.0455,0
4347,0-1,59,12,0.2034,0
4347,2-3,159,26,0.1635,0
4347,4-5,61,13,0.2131,0
4347,6+,16,4,0.25,0
4348,0-1,86,13,0.1512,0
4348,2-3,169,25,0.1479,0
4348,4-5,71,11,0.1549,0
4348,6+,24,4,0.1667,0
4349,0-1,50,5,0.1,0
4349,2-3,123,9,0.0732,0
4349,4-5,59,9,0.1525,0
4349,6+,10,1,0.1,0
4350,0-1,88,24,0.2727,0
4350,2-3,166,51,0.3072,0
4350,4-5,91,30,0.3297,0
4350,6+,15,7,0.4667,0
4351,0-1,84,32,0.381,0
4351,2-3,192,61,0.3177,0
4351,4-5,84,28,0.3333,0
4351,6+,24,6,0.25,0
4352,0-1,110,37,0.3364,0
4352,2-3,106,24,0.2264,0
4352,4-5,45,12,0.2667,0
4352,6+,33,6,0.1818,0
4355,0-1,50,3,0.06,0
4355,2-3,84,2,0.0238,0
4355,4-5,44,2,0.0455,0
4355,6+,18,0,0.0,0
4356,0-1,81,21,0.2593,0
4356,2-3,146,29,0.1986,0
4356,4-5,73,13,0.1781,0
4356,6+,20,7,0.35,0
4357,0-1,89,24,0.2697,0
4357,2-3,165,54,0.3273,0
4357,4-5,79,25,0.3165,0
4357,6+,25,7,0.28,0
4358,0-1,54,4,0.0741,0
4358,2-3,139,10,0.0719,0
4358,4-5,62,8,0.129,0
4358,6+,21,2,0.0952,0
4359,0-1,62,11,0.1774,0
4359,2-3,124,25,0.2016,0
4359,4-5,61,4,0.0656,0
4359,6+,26,5,0.1923,0
4360,0-1,71,12,0.169,0
4360,2-3,153,29,0.1895,0
4360,4-5,91,16,0.1758,0
4360,6+,17,0,0.0,0
4361,0-1,61,19,0.3115,0
4361,2-3,168,70,0.4167,0
4361,4-5,82,27,0.3293,0
4361,6+,18,4,0.2222,0
4362,0-1,86,17,0.1977,0
4362,2-3,157,36,0.2293,0
4362,4-5,57,15,0.2632,0
4362,6+,21,3,0.1429,0
4363,0-1,88,12,0.1364,0
4363,2-3,162,30,0.1852,0
4363,4-5,95,16,0.1684,0
4363,6+,36,8,0.2222,0
4364,0-1,84,29,0.3452,0
4364,2-3,139,36,0.259,0
4364,4-5,88,31,0.3523,0
4364,6+,30,9,0.3,0
4365,0-1,90,11,0.1222,0
4365,2-3,131,29,0.2214,0
4365,4-5,73,16,0.2192,0
4365,6+,28,5,0.1786,0
4366,0-1,98,19,0.1939,0
4366,2-3,176,45,0.2557,0
4366,4-5,75,21,0.28,0
4366,6+,33,9,0.2727,0
4367,0-1,71,3,0.0423,0
4367,2-3,129,9,0.0698,0
4367,4-5,54,3,0.0556,0
4367,6+,11,2,0.1818,0
4368,0-1,56,6,0.1071,0
4368,2-3,100,8,0.08,0
4368,4-5,84,7,0.0833,0
4368,6+,25,2,0.08,0
4369,0-1,87,20,0.2299,0
4369,2-3,166,33,0.1988,0
4369,4-5,87,22,0.2529,0
4369,6+,27,4,0.1481,0
4370,0-1,70,26,0.3714,0
4370,2-3,149,43,0.2886,0
4370,4-5,95,38,0.4,0
4370,6+,33,13,0.3939,0
4371,0-1,83,13,0.1566,0
4371,2-3,151,31,0.2053,0
4371,4-5,53,14,0.2642,0
4371,6+,20,5,0.25,0
4372,0-1,76,19,0.25,0
4372,2-3,124,31,0.25,0
4372,4-5,41,10,0.2439,0
4372,6+,12,1,0.0833,0
4373,0-1,82,14,0.1707,0
4373,2-3,158,38,0.2405,0
4373,4-5,70,13,0.1857,0
4373,6+,27,6,0.2222,0
4374,0-1,67,6,0.0896,0
4374,2-3,126,15,0.119,0
4374,4-5,83,10,0.1205,0
4374,6+,24,4,0.1667,0
4375,0-1,88,21,0.2386,0
4375,2-3,147,37,0.2517,0
4375,4-5,98,17,0.1735,0
4375,6+,25,6,0.24,0
4376,0-1,97,20,0.2062,0
4376,2-3,189,37,0.1958,0
4376,4-5,70,19,0.2714,0
4376,6+,21,3,0.1429,0
4377,0-1,81,23,0.284,0
4377,2-3,186,41,0.2204,0
4377,4-5,84,23,0.2738,0
4377,6+,22,5,0.2273,0
4379,0-1,99,19,0.1919,0
4379,2-3,147,25,0.1701,0
4379,4-5,72,12,0.1667,0
4379,6+,43,11,0.2558,0
4380,0-1,63,7,0.1111,0
4380,2-3,147,20,0.1361,0
4380,4-5,73,12,0.1644,0
4380,6+,28,5,0.1786,0
4381,0-1,90,21,0.2333,0
4381,2-3,143,31,0.2168,0
4381,4-5,73,14,0.1918,0
4381,6+,25,5,0.2,0
4382,0-1,71,6,0.0845,0
4382,2-3,139,4,0.0288,0
4382,4-5,79,8,0.1013,0
4382,6+,19,2,0.1053,0
4383,0-1,58,6,0.1034,0
4383,2-3,142,28,0.1972,0
4383,4-5,86,9,0.1047,0
4383,6+,25,4,0.16,0
4384,0-1,102,24,0.2353,0
4384,2-3,156,36,0.2308,0
4384,4-5,75,14,0.1867,0
4384,6+,25,5,0.2,0
4385,0-1,46,1,0.0217,0
4385,2-3,79,6,0.0759,0
4385,4-5,30,2,0.0667,0
4385,6+,15,1,0.0667,0
4387,0-1,98,30,0.3061,0
4387,2-3,163,39,0.2393,0
4387,4-5,74,25,0.3378,0
4387,6+,17,6,0.3529,0
4388,0-1,101,19,0.1881,0
4388,2-3,142,32,0.2254,0
4388,4-5,104,18,0.1731,0
4388,6+,21,3,0.1429,0
4389,0-1,80,11,0.1375,0
4389,2-3,146,23,0.1575,0
4389,4-5,51,1,0.0196,0
4389,6+,13,2,0.1538,0
4390,0-1,81,6,0.0741,0
4390,2-3,136,16,0.1176,0
4390,4-5,56,0,0.0,0
4390,6+,15,1,0.0667,0
4391,0-1,79,18,0.2278,0
4391,2-3,176,55,0.3125,0
4391,4-5,89,30,0.3371,0
4391,6+,24,4,0.1667,0
4393,0-1,46,4,0.087,0
4393,2-3,147,11,0.0748,0
4393,4-5,60,9,0.15,0
4393,6+,17,1,0.0588,0
4394,0-1,75,13,0.1733,0
4394,2-3,146,24,0.1644,0
4394,4-5,52,14,0.2692,0
4394,6+,17,3,0.1765,0
4395,0-1,68,9,0.1324,0
4395,2-3,159,18,0.1132,0
4395,4-5,65,8,0.1231,0
4395,6+,20,4,0.2,0
4396,0-1,61,7,0.1148,0
4396,2-3,138,17,0.1232,0
4396,4-5,85,7,0.0824,0
4396,6+,28,1,0.0357,0
4397,0-1,112,26,0.2321,0
4397,2-3,169,49,0.2899,0
4397,4-5,81,32,0.3951,0
4397,6+,28,8,0.2857,0
4398,0-1,85,24,0.2824,0
4398,2-3,161,43,0.2671,0
4398,4-5,91,30,0.3297,0
4398,6+,45,12,0.2667,0
4400,0-1,49,0,0.0,0
4400,2-3,137,5,0.0365,0
4400,4-5,43,1,0.0233,0
4400,6+,20,0,0.0,0
4401,0-1,70,13,0.1857,0
4401,2-3,115,24,0.2087,0
4401,4-5,81,15,0.1852,0
4401,6+,40,9,0.225,0
4402,0-1,77,20,0.2597,0
4402,2-3,148,36,0.2432,0
4402,4-5,77,17,0.2208,0
4402,6+,15,3,0.2,0
4403,0-1,57,12,0.2105,0
4403,2-3,160,34,0.2125,0
4403,4-5,65,14,0.2154,0
4403,6+,39,7,0.1795,0
4404,0-1,69,2,0.029,0
4404,2-3,128,12,0.0938,0
4404,4-5,56,3,0.0536,0
4404,6+,19,4,0.2105,0
4405,0-1,70,7,0.1,0
4405,2-3,121,5,0.0413,0
4405,4-5,72,4,0.0556,0
4405,6+,17,2,0.1176,0
4406,0-1,84,10,0.119,0
4406,2-3,152,20,0.1316,0
4406,4-5,56,5,0.0893,0
4406,6+,17,2,0.1176,0
4407,0-1,77,4,0.0519,0
4407,2-3,143,12,0.0839,0
4407,4-5,88,15,0.1705,0
4407,6+,29,4,0.1379,0
4408,0-1,58,4,0.069,0
4408,2-3,119,13,0.1092,0
4408,4-5,40,0,0.0,0
4408,6+,6,1,0.1667,1
4409,0-1,70,28,0.4,0
4409,2-3,141,32,0.227,0
4409,4-5,97,30,0.3093,0
4409,6+,41,7,0.1707,0
4410,0-1,82,11,0.1341,0
4410,2-3,155,26,0.1677,0
4410,4-5,58,7,0.1207,0
4410,6+,19,2,0.1053,0
4411,0-1,107,15,0.1402,0
4411,2-3,152,31,0.2039,0
4411,4-5,75,13,0.1733,0
4411,6+,30,9,0.3,0
4413,0-1,95,21,0.2211,0
4413,2-3,147,30,0.2041,0
4413,4-5,95,18,0.1895,0
4413,6+,28,2,0.0714,0
4414,0-1,52,2,0.0385,0
4414,2-3,106,17,0.1604,0
4414,4-5,47,6,0.1277,0
4414,6+,21,0,0.0,0
4415,0-1,95,29,0.3053,0
4415,2-3,172,49,0.2849,0
4415,4-5,91,18,0.1978,0
4415,6+,18,5,0.2778,0
4416,0-1,91,15,0.1648,0
4416,2-3,140,17,0.1214,0
4416,4-5,53,12,0.2264,0
4416,6+,23,0,0.0,0
4417,0-1,61,5,0.082,0
4417,2-3,124,14,0.1129,0
4417,4-5,62,5,0.0806,0
4417,6+,12,0,0.0,0
4418,0-1,103,36,0.3495,0
4418,2-3,155,41,0.2645,0
4418,4-5,72,27,0.375,0
4418,6+,17,8,0.4706,0
4419,0-1,52,5,0.0962,0
4419,2-3,108,16,0.1481,0
4419,4-5,69,11,0.1594,0
4419,6+,23,3,0.1304,0
4420,0-1,105,20,0.1905,0
4420,2-3,170,27,0.1588,0
4420,4-5,69,14,0.2029,0
4420,6+,47,8,0.1702,0
4421,0-1,67,3,0.0448,0
4421,2-3,89,4,0.0449,0
4421,4-5,41,1,0.0244,0
4421,6+,17,2,0.1176,0
4422,0-1,75,7,0.0933,0
4422,2-3,134,20,0.1493,0
4422,4-5,55,6,0.1091,0
4422,6+,16,1,0.0625,0
4423,0-1,85,16,0.1882,0
4423,2-3,153,21,0.1373,0
4423,4-5,64,9,0.1406,0
4423,6+,14,3,0.2143,0
4424,0-1,89,22,0.2472,0
4424,2-3,172,38,0.2209,0
4424,4-5,102,19,0.1863,0
4424,6+,32,6,0.1875,0
4425,0-1,53,2,0.0377,0
4425,2-3,109,7,0.0642,0
4425,4-5,58,8,0.1379,0
4425,6+,29,5,0.1724,0
4427,0-1,106,33,0.3113,0
4427,2-3,149,54,0.3624,0
4427,4-5,67,21,0.3134,0
4427,6+,11,3,0.2727,0
4428,0-1,110,29,0.2636,0
4428,2-3,144,32,0.2222,0
4428,4-5,66,17,0.2576,0
4428,6+,26,3,0.1154,0
4429,0-1,60,8,0.1333,0
4429,2-3,146,7,0.0479,0
4429,4-5,67,4,0.0597,0
4429,6+,22,2,0.0909,0
4430,0-1,88,16,0.1818,0
4430,2-3,161,37,0.2298,0
4430,4-5,81,14,0.1728,0
4430,6+,34,5,0.1471,0
4431,0-1,52,9,0.1731,0
4431,2-3,113,18,0.1593,0
4431,4-5,56,10,0.1786,0
4431,6+,21,4,0.1905,0
4432,0-1,79,9,0.1139,0
4432,2-3,168,24,0.1429,0
4432,4-5,63,7,0.1111,0
4432,6+,30,3,0.1,0
4433,0-1,102,39,0.3824,0
4433,2-3,182,53,0.2912,0
4433,4-5,91,30,0.3297,0
4433,6+,11,1,0.0909,0
4434,0-1,80,23,0.2875,0
4434,2-3,173,43,0.2486,0
4434,4-5,80,19,0.2375,0
4434,6+,10,3,0.3,0
4435,0-1,68,18,0.2647,0
4435,2-3,130,15,0.1154,0
4435,4-5,68,15,0.2206,0
4435,6+,20,2,0.1,0
4436,0-1,100,21,0.21,0
4436,2-3,183,48,0.2623,0
4436,4-5,56,12,0.2143,0
4436,6+,16,2,0.125,0
4437,0-1,96,20,0.2083,0
4437,2-3,158,41,0.2595,0
4437,4-5,69,15,0.2174,0
4437,6+,22,4,0.1818,0
4438,0-1,70,13,0.1857,0
4438,2-3,152,32,0.2105,0
4438,4-5,75,21,0.28,0
4438,6+,32,5,0.1562,0
4439,0-1,56,5,0.0893,0
4439,2-3,108,4,0.037,0
4439,4-5,48,2,0.0417,0
4439,6+,17,1,0.0588,0
4440,0-1,62,7,0.1129,0
4440,2-3,123,10,0.0813,0
4440,4-5,69,3,0.0435,0
4440,6+,25,4,0.16,0
4441,0-1,95,22,0.2316,0
4441,2-3,157,42,0.2675,0
4441,4-5,83,15,0.1807,0
4441,6+,31,6,0.1935,0
4442,0-1,83,14,0.1687,0
4442,2-3,143,34,0.2378,0
4442,4-5,60,13,0.2167,0
4442,6+,26,7,0.2692,0
4443,0-1,89,15,0.1685,0
4443,2-3,142,27,0.1901,0
4443,4-5,70,6,0.0857,0
4443,6+,28,3,0.1071,0
4444,0-1,104,30,0.2885,0
4444,2-3,129,28,0.2171,0
4444,4-5,61,11,0.1803,0
4444,6+,18,5,0.2778,0
4445,0-1,82,22,0.2683,0
4445,2-3,145,30,0.2069,0
4445,4-5,84,20,0.2381,0
4445,6+,22,7,0.3182,0
4446,0-1,90,23,0.2556,0
4446,2-3,166,47,0.2831,0
4446,4-5,86,19,0.2209,0
4446,6+,24,11,0.4583,0
4447,0-1,90,20,0.2222,0
4447,2-3,146,30,0.2055,0
4447,4-5,74,15,0.2027,0
4447,6+,14,1,0.0714,0
4448,0-1,82,18,0.2195,0
4448,2-3,166,42,0.253,0
4448,4-5,83,30,0.3614,0
4448,6+,12,7,0.5833,0
4449,0-1,56,4,0.0714,0
4449,2-3,112,8,0.0714,0
4449,4-5,83,13,0.1566,0
4449,6+,28,2,0.0714,0
4450,0-1,57,10,0.1754,0
4450,2-3,165,38,0.2303,0
4450,4-5,62,15,0.2419,0
4450,6+,18,1,0.0556,0
4451,0-1,90,20,0.2222,0
4451,2-3,190,47,0.2474,0
4451,4-5,64,13,0.2031,0
4451,6+,22,2,0.0909,0
4452,0-1,80,14,0.175,0
4452,2-3,167,27,0.1617,0
4452,4-5,86,13,0.1512,0
4452,6+,30,4,0.1333,0
4456,0-1,68,14,0.2059,0
4456,2-3,132,44,0.3333,0
4456,4-5,66,17,0.2576,0
4456,6+,12,3,0.25,0
4457,0-1,66,9,0.1364,0
4457,2-3,117,8,0.0684,0
4457,4-5,43,3,0.0698,0
4457,6+,19,4,0.2105,0
4458,0-1,67,10,0.1493,0
4458,2-3,151,22,0.1457,0
4458,4-5,61,7,0.1148,0
4458,6+,35,5,0.1429,0
4459,0-1,79,19,0.2405,0
4459,2-3,150,27,0.18,0
4459,4-5,80,13,0.1625,0
4459,6+,27,9,0.3333,0
4460,0-1,114,29,0.2544,0
4460,2-3,165,25,0.1515,0
4460,4-5,68,11,0.1618,0
4460,6+,23,7,0.3043,0
4461,0-1,78,12,0.1538,0
4461,2-3,127,4,0.0315,0
4461,4-5,35,4,0.1143,0
4461,6+,20,1,0.05,0
4462,0-1,65,8,0.1231,0
4462,2-3,124,23,0.1855,0
4462,4-5,53,8,0.1509,0
4462,6+,16,0,0.0,0
4463,0-1,98,14,0.1429,0
4463,2-3,151,28,0.1854,0
4463,4-5,50,8,0.16,0
4463,6+,20,5,0.25,0
4464,0-1,57,17,0.2982,0
4464,2-3,137,22,0.1606,0
4464,4-5,69,8,0.1159,0
4464,6+,23,3,0.1304,0
4465,0-1,52,5,0.0962,0
4465,2-3,105,9,0.0857,0
4465,4-5,51,5,0.098,0
4465,6+,24,0,0.0,0
4466,0-1,72,13,0.1806,0
4466,2-3,126,18,0.1429,0
4466,4-5,94,21,0.2234,0
4466,6+,18,3,0.1667,0
4467,0-1,89,18,0.2022,0
4467,2-3,162,34,0.2099,0
4467,4-5,80,16,0.2,0
4467,6+,26,5,0.1923,0
4468,0-1,100,37,0.37,0
4468,2-3,124,40,0.3226,0
4468,4-5,71,19,0.2676,0
4468,6+,33,4,0.1212,0
4469,0-1,100,26,0.26,0
4469,2-3,143,34,0.2378,0
4469,4-5,57,10,0.1754,0
4469,6+,16,2,0.125,0
4470,0-1,89,22,0.2472,0
4470,2-3,151,36,0.2384,0
4470,4-5,81,19,0.2346,0
4470,6+,27,6,0.2222,0
4471,0-1,104,35,0.3365,0
4471,2-3,192,57,0.2969,0
4471,4-5,72,21,0.2917,0
4471,6+,26,10,0.3846,0
4472,0-1,106,22,0.2075,0
4472,2-3,162,36,0.2222,0
4472,4-5,74,20,0.2703,0
4472,6+,35,11,0.3143,0
4473,0-1,26,5,0.1923,0
4473,2-3,134,21,0.1567,0
4473,4-5,58,9,0.1552,0
