日付,場コード,レース番号,買い目
20260903,22,1,1-2-5
20260903,22,1,1-4-2
20260903,22,1,1-4-5
20260903,22,1,1-5-2
20260903,22,1,1-5-4
20260903,22,11,1-2-3
20260903,22,11,1-3-2
20260903,22,11,1-3-4
20260903,22,11,1-3-6
20260903,22,11,1-4-3
20260903,22,7,1-2-3
20260903,22,7,1-2-4
20260903,22,7,1-2-6
20260903,22,7,1-3-2
20260903,22,7,1-6-2
20260903,22,9,1-2-3
20260903,22,9,1-2-6
20260903,22,9,1-3-2
20260903,22,9,1-3-4
20260903,22,9,1-3-6
20260903,22,9,1-6-2
20260903,22,9,1-6-3
20260903,24,1,1-2-3
20260903,24,1,1-2-4
20260903,24,1,1-3-2
20260903,24,1,1-3-4
20260903,24,1,1-4-3
20260903,24,12,1-2-3
20260903,24,12,1-2-4
20260903,24,12,1-2-5
20260903,24,12,1-3-2
20260903,24,12,1-5-2
20260903,24,7,1-2-3
20260903,24,7,1-2-4
20260903,24,7,1-2-5
20260903,24,7,1-3-2
20260903,24,7,1-4-2
20260904,02,1,1-2-3
20260904,02,1,1-2-4
20260904,02,1,1-2-5
20260904,02,1,1-3-2
20260904,02,1,1-5-2
20260904,02,7,1-2-3
20260904,02,7,1-2-4
20260904,02,7,1-3-2
20260904,02,7,1-3-4
20260904,02,7,1-4-3
20260904,06,11,1-2-3
20260904,06,11,1-2-4
20260904,06,11,1-3-2
20260904,06,11,2-1-3
20260904,06,11,3-1-2
20260904,06,2,1-4-2
20260904,06,2,1-4-5
20260904,06,2,1-4-6
20260904,06,2,1-5-4
20260904,06,2,1-5-6
20260904,06,2,1-6-4
20260904,06,2,1-6-5
20260904,06,4,1-2-4
20260904,06,4,1-3-4
20260904,06,4,1-4-2
20260904,06,4,1-4-3
20260904,06,4,1-4-5
20260904,06,7,1-2-3
20260904,06,7,1-2-4
20260904,06,7,1-2-5
20260904,06,7,1-2-6
20260904,06,7,1-3-2
20260904,06,7,1-4-2
20260904,06,7,1-5-2
20260904,06,7,1-6-2
20260904,06,8,1-2-3
20260904,06,8,1-2-4
20260904,06,8,1-3-2
20260904,06,8,1-4-2
20260904,06,8,2-1-4
20260904,06,9,1-3-2
20260904,06,9,1-3-4
20260904,06,9,1-3-5
20260904,06,9,1-4-3
20260904,06,9,1-5-3
20260904,07,1,1-2-3
20260904,07,1,1-2-4
20260904,07,1,1-2-5
20260904,07,1,1-3-2
20260904,07,1,1-4-2
20260904,07,10,1-2-3
20260904,07,10,1-3-2
20260904,07,10,1-3-4
20260904,07,10,1-3-5
20260904,07,10,1-4-3
20260904,07,11,1-2-3
20260904,07,11,1-3-2
20260904,07,11,1-3-4
20260904,07,11,1-4-3
20260904,07,3,1-2-5
20260904,07,3,1-4-5
20260904,07,3,1-5-2
20260904,07,3,1-5-3
20260904,07,3,1-5-4
20260904,07,6,1-2-4
20260904,07,6,1-3-4
20260904,07,6,1-3-6
20260904,07,6,1-4-2
20260904,07,6,1-4-3
20260904,07,6,1-4-6
20260904,07,6,1-6-4
20260904,07,7,1-3-4
20260904,07,7,1-4-2
20260904,07,7,1-4-3
20260904,10,1,1-2-4
20260904,10,1,1-3-2
20260904,10,1,1-3-4
20260904,10,1,1-4-2
20260904,10,1,1-4-3
20260904,10,12,1-2-3
20260904,10,12,1-2-5
20260904,10,12,1-3-2
20260904,10,12,1-3-5
20260904,10,3,1-2-3
20260904,10,3,1-3-2
20260904,10,3,1-3-5
20260904,10,3,1-3-6
20260904,10,3,3-1-2
20260904,11,1,1-3-2
20260904,11,1,1-3-4
20260904,11,1,1-3-5
20260904,11,1,1-4-3
20260904,11,1,1-5-3
20260904,11,11,1-2-3
20260904,11,11,1-2-4
20260904,11,11,1-3-2
20260904,11,11,1-4-2
20260904,11,5,1-2-3
20260904,11,5,1-2-4
20260904,11,5,1-2-5
20260904,11,5,1-3-2
20260904,11,5,1-5-2
20260904,11,7,1-2-3
20260904,11,7,1-2-4
20260904,11,7,1-2-5
20260904,11,7,1-2-6
20260904,11,7,2-1-3
20260904,12,10,1-2-3
20260904,12,10,1-2-5
20260904,12,10,1-3-2
20260904,12,10,1-3-5
20260904,12,10,1-5-3
20260904,12,12,1-2-3
20260904,12,12,1-3-2
20260904,12,12,1-3-4
20260904,12,12,1-4-3
20260904,12,12,3-1-2
20260904,12,5,1-2-3
20260904,12,5,1-2-4
20260904,12,5,1-2-6
20260904,12,5,1-3-2
20260904,12,5,1-3-4
20260904,12,9,1-2-3
20260904,12,9,1-3-2
20260904,12,9,1-3-4
20260904,12,9,1-4-3
20260904,12,9,3-1-4
20260904,13,2,1-2-3
20260904,13,2,1-2-4
20260904,13,2,1-3-2
20260904,13,2,1-3-4
20260904,13,2,1-3-5
20260904,13,2,1-4-2
20260904,13,2,1-4-3
20260904,13,4,1-2-3
20260904,13,4,1-3-2
20260904,13,4,1-3-4
20260904,13,4,1-3-5
20260904,13,4,1-5-3
20260904,13,7,1-2-5
20260904,13,7,1-4-5
20260904,13,7,1-5-2
20260904,13,7,1-5-4
20260904,13,8,1-2-3
20260904,13,8,1-2-4
20260904,13,8,1-3-2
20260904,13,8,1-3-4
20260904,13,8,1-4-2
20260904,17,1,1-2-3
20260904,17,1,1-2-4
20260904,17,1,1-2-5
20260904,17,1,1-3-2
20260904,17,1,1-3-4
20260904,17,1,1-3-5
20260904,17,1,1-5-2
20260904,17,1,1-5-3
20260904,17,12,1-3-2
20260904,17,12,1-3-4
20260904,17,12,1-3-5
20260904,17,12,1-4-3
20260904,17,12,1-5-3
20260904,17,4,1-2-5
20260904,17,4,1-3-5
20260904,17,4,1-4-5
20260904,17,4,1-5-2
20260904,17,4,1-5-3
20260904,17,4,1-5-4
20260904,17,4,1-5-6
20260904,17,5,1-2-3
20260904,17,5,1-2-4
20260904,17,5,1-2-5
20260904,17,5,1-2-6
20260904,17,5,1-3-2
20260904,17,8,1-2-4
20260904,17,8,1-2-5
20260904,17,8,1-4-2
20260904,17,8,1-4-3
20260904,17,8,1-4-5
20260904,17,8,1-5-2
20260904,17,8,1-5-4
20260904,18,1,1-2-3
20260904,18,1,1-3-2
20260904,18,1,1-3-4
20260904,18,1,1-3-5
20260904,18,3,1-2-4
20260904,18,3,1-2-5
20260904,18,3,1-4-2
20260904,18,3,1-4-3
20260904,18,3,1-4-5
20260904,18,3,1-5-2
20260904,18,3,1-5-4
20260904,18,4,1-2-3
20260904,18,4,1-2-4
20260904,18,4,1-2-5
20260904,18,4,1-3-2
20260904,18,4,1-4-2
20260904,18,7,1-2-3
20260904,18,7,1-2-4
20260904,18,7,1-3-4
20260904,18,7,1-4-2
20260904,18,7,1-4-3
20260904,18,9,1-2-3
20260904,18,9,1-3-2
20260904,18,9,1-3-5
20260904,18,9,1-3-6
20260904,18,9,1-6-3
20260904,20,11,1-2-3
20260904,20,11,1-2-4
20260904,20,11,1-2-5
20260904,20,11,1-2-6
20260904,20,11,1-3-2
20260904,20,12,1-2-3
20260904,20,12,1-3-2
20260904,20,12,1-3-4
20260904,20,12,1-3-5
20260904,20,4,1-2-4
20260904,20,4,1-3-4
20260904,20,4,1-4-2
20260904,20,4,1-4-3
20260904,20,4,1-4-6
20260904,20,6,1-2-3
20260904,20,6,1-3-2
20260904,20,6,1-3-4
20260904,20,6,1-3-6
20260904,20,6,1-4-3
20260904,20,8,1-2-3
20260904,20,8,1-2-4
20260904,20,8,1-3-2
20260904,20,8,1-4-2
20260904,20,8,2-1-3
20260904,22,8,1-2-5
20260904,22,8,1-3-5
20260904,22,8,1-5-2
20260904,22,8,1-5-3
20260904,22,9,1-3-2
20260904,22,9,1-3-4
20260904,22,9,1-3-6
20260904,22,9,1-4-3
20260904,22,9,1-4-6
20260904,22,9,1-6-3
20260904,22,9,1-6-4
20260904,24,1,1-2-3
20260904,24,1,1-2-4
20260904,24,1,1-2-5
20260904,24,1,1-3-2
20260904,24,1,1-3-5
20260904,24,1,1-5-2
20260904,24,1,1-5-3
20260904,24,10,1-2-3
20260904,24,10,1-2-4
20260904,24,10,1-3-2
20260904,24,10,1-4-2
20260904,24,10,2-1-4
20260904,24,4,1-3-4
20260904,24,4,1-3-5
20260904,24,4,1-5-2
20260904,24,4,1-5-3
20260904,24,4,1-5-4
20260904,24,8,1-2-3
20260904,24,8,1-2-4
20260904,24,8,1-3-2
20260904,24,9,1-2-3
20260904,24,9,1-3-2
20260904,24,9,1-3-4
20260904,24,9,1-4-3
20260904,24,9,3-1-4
20260905,01,6,1-2-3
20260905,01,6,1-2-4
20260905,01,6,1-3-2
20260905,01,6,1-3-4
20260905,01,8,1-2-3
20260905,01,8,1-2-5
20260905,01,8,1-3-2
20260905,01,8,1-3-4
20260905,01,8,1-3-5
20260905,01,8,1-4-3
20260905,01,8,1-5-3
20260905,02,7,1-2-4
20260905,02,7,1-3-2
20260905,02,7,1-3-4
20260905,02,7,1-4-2
20260905,02,7,1-4-3
20260905,07,10,1-2-3
20260905,07,10,1-3-2
20260905,07,10,1-3-4
20260905,07,10,1-3-5
20260905,07,10,1-4-3
20260905,07,9,1-2-3
20260905,07,9,1-2-4
20260905,07,9,1-3-2
20260905,07,9,1-3-4
20260905,07,9,1-3-6
20260905,07,9,1-4-2
20260905,07,9,1-4-3
20260905,10,1,1-2-3
20260905,10,1,1-2-4
20260905,10,1,1-4-2
20260905,11,1,1-2-3
20260905,11,1,1-3-2
20260905,11,1,1-3-4
20260905,11,1,1-3-5
20260905,11,1,3-1-2
20260905,11,5,1-2-4
20260905,11,5,1-3-4
20260905,11,5,1-4-2
20260905,11,5,1-4-3
20260905,11,5,4-1-3
20260905,11,7,1-3-4
20260905,11,7,1-4-2
20260905,11,7,1-4-3
20260905,11,7,1-4-6
20260905,11,7,1-6-4
20260905,12,1,1-2-3
20260905,12,1,1-2-4
20260905,12,1,1-3-2
20260905,12,1,1-4-2
20260905,12,1,1-4-3
20260905,12,2,1-2-3
20260905,12,2,1-3-2
20260905,12,2,1-3-4
20260905,12,2,1-4-3
20260905,12,2,3-1-2
20260905,12,3,1-2-3
20260905,12,3,1-2-4
20260905,12,3,1-2-5
20260905,12,3,1-3-2
20260905,12,3,1-4-2
20260905,12,5,1-2-4
20260905,12,5,1-4-2
20260905,12,5,1-4-3
20260905,12,5,1-4-6
20260905,12,5,1-6-4
20260905,12,6,1-2-3
20260905,12,6,1-2-6
20260905,12,6,1-3-2
20260905,12,6,1-3-6
20260905,12,6,1-6-2
20260905,12,8,1-2-3
20260905,12,8,1-3-2
20260905,12,8,1-3-4
20260905,12,8,1-3-5
20260905,12,8,1-3-6
20260905,12,8,1-4-3
20260905,12,8,1-4-5
20260905,12,8,1-5-3
20260905,13,4,1-2-3
20260905,13,4,1-2-4
20260905,13,4,1-3-2
20260905,13,4,1-3-4
20260905,13,6,1-2-4
20260905,13,6,1-3-4
20260905,13,6,1-4-2
20260905,13,6,1-4-3
20260905,13,6,4-1-3
20260905,13,8,1-2-3
20260905,13,8,1-2-4
20260905,13,8,1-2-5
20260905,13,8,1-3-2
20260905,13,8,1-3-4
20260905,13,8,1-4-2
20260905,13,8,1-4-3
20260905,13,9,1-2-4
20260905,13,9,1-3-2
20260905,13,9,1-3-4
20260905,13,9,1-4-2
20260905,13,9,1-4-3
20260905,17,1,1-2-3
20260905,17,1,1-2-4
20260905,17,1,1-3-2
20260905,17,1,1-3-4
20260905,17,1,1-4-3
20260905,17,12,1-2-3
20260905,17,12,1-2-4
20260905,17,12,1-3-2
20260905,17,12,1-3-4
20260905,17,12,1-4-2
20260905,17,2,1-2-3
20260905,17,2,1-3-2
20260905,17,2,1-3-4
20260905,17,2,1-3-5
20260905,17,2,3-1-2
20260905,17,5,1-2-6
20260905,17,5,1-3-6
20260905,17,5,1-4-3
20260905,17,5,1-4-6
20260905,17,5,1-6-2
20260905,17,5,1-6-3
20260905,17,5,1-6-4
20260905,17,7,1-2-3
20260905,17,7,1-3-2
20260905,17,7,1-3-4
20260905,17,7,1-3-5
20260905,17,7,1-5-3
20260905,17,8,1-2-3
20260905,17,8,1-3-2
20260905,17,8,1-3-4
20260905,17,8,1-3-5
20260905,17,8,1-5-3
20260905,18,1,1-2-3
20260905,18,1,1-2-4
20260905,18,1,1-3-2
20260905,18,1,1-3-4
20260905,18,1,1-3-5
20260905,18,2,1-3-4
20260905,18,2,1-3-6
20260905,18,2,1-4-3
20260905,18,2,3-1-4
20260905,18,2,4-1-3
20260905,18,3,1-2-3
20260905,18,3,1-2-5
20260905,18,3,1-3-2
20260905,18,3,1-3-5
20260905,18,3,1-3-6
20260905,18,3,1-5-3
20260905,18,3,1-6-3
20260905,18,8,1-2-3
20260905,18,8,1-2-4
20260905,18,8,1-2-5
20260905,18,8,1-2-6
20260905,18,8,1-3-2
20260905,18,9,1-2-3
20260905,18,9,1-2-4
20260905,18,9,1-3-2
20260905,18,9,1-3-4
20260905,18,9,3-1-2
20260905,20,1,1-2-3
20260905,20,1,1-2-5
20260905,20,1,1-3-2
20260905,20,1,1-3-4
20260905,20,1,1-3-5
20260905,20,2,1-2-3
20260905,20,2,1-3-2
20260905,20,2,1-3-5
20260905,20,2,1-5-3
20260905,20,3,1-3-4
20260905,20,3,1-3-5
20260905,20,3,1-4-5
20260905,20,3,1-5-3
20260905,20,3,1-5-4
20260905,20,3,1-5-6
20260905,20,3,1-6-5
20260905,20,4,1-2-3
20260905,20,4,1-2-4
20260905,20,4,1-3-2
20260905,20,4,1-3-4
20260905,20,4,1-3-5
20260905,20,4,1-4-3
20260905,20,4,1-5-3
20260905,20,6,1-2-4
20260905,20,6,1-2-5
20260905,20,6,1-4-2
20260905,20,6,1-5-2
20260905,20,6,1-5-4
20260905,20,7,1-2-3
20260905,20,7,1-3-2
20260905,20,7,1-3-4
20260905,20,7,1-3-6
20260905,20,7,1-4-2
20260905,20,7,1-4-3
20260905,20,7,1-6-3
20260905,20,8,1-2-3
20260905,20,8,1-2-4
20260905,20,8,1-2-5
20260905,20,8,1-2-6
20260905,20,8,1-4-2
20260905,20,9,1-2-3
20260905,20,9,1-2-4
20260905,20,9,1-3-2
20260905,20,9,1-3-4
20260905,20,9,1-4-2
20260905,22,1,1-2-3
20260905,22,1,1-2-4
20260905,22,1,1-2-5
20260905,22,1,1-3-2
20260905,22,10,1-2-3
20260905,22,10,1-2-4
20260905,22,10,1-2-6
20260905,22,10,1-3-2
20260905,22,10,1-3-6
20260905,22,10,1-4-2
20260905,22,10,1-6-2
20260905,22,10,1-6-3
20260905,22,12,1-2-3
20260905,22,12,1-2-4
20260905,22,12,1-2-5
20260905,22,12,1-3-2
20260905,22,12,2-1-3
20260905,22,5,1-2-3
20260905,22,5,1-3-2
20260905,22,5,1-3-4
20260905,22,5,1-4-3
20260905,22,5,3-1-2
20260905,22,7,1-2-5
20260905,22,7,1-3-5
20260905,22,7,1-5-2
20260905,22,7,1-5-3
20260905,22,7,1-5-4
20260906,01,6,1-2-3
20260906,01,6,1-2-4
20260906,01,6,1-3-2
20260906,01,6,1-3-4
20260906,01,7,1-2-3
20260906,01,7,1-3-2
20260906,01,7,1-3-4
20260906,01,7,1-3-5
20260906,01,7,1-3-6
20260906,01,8,1-2-3
20260906,01,8,1-2-5
20260906,01,8,1-2-6
20260906,01,8,1-3-2
20260906,01,8,1-3-5
20260906,01,8,1-5-2
20260906,01,8,1-5-3
20260906,01,8,1-5-6
20260906,02,5,1-2-4
20260906,02,5,1-3-4
20260906,02,5,1-4-2
20260906,02,5,1-4-3
20260906,02,5,1-4-5
20260906,03,1,1-2-3
20260906,03,1,1-2-5
20260906,03,1,1-3-2
20260906,03,1,1-3-5
20260906,03,1,1-5-3
20260906,04,11,1-2-3
20260906,04,11,1-3-2
20260906,04,11,1-3-4
20260906,04,11,1-4-3
20260906,07,10,1-2-3
20260906,07,10,1-2-4
20260906,07,10,1-2-5
20260906,07,10,1-3-2
20260906,07,10,1-5-2
20260906,07,11,1-2-3
20260906,07,11,1-2-4
20260906,07,11,1-3-2
20260906,07,11,1-3-4
20260906,07,11,1-3-5
20260906,07,11,1-4-3
20260906,07,11,1-5-3
20260906,10,1,1-3-2
20260906,10,1,1-3-4
20260906,10,11,1-2-5
20260906,10,11,1-3-2
20260906,10,11,1-3-5
20260906,10,11,1-5-2
20260906,10,11,1-5-3
20260906,10,12,1-2-3
20260906,10,12,1-2-4
20260906,10,12,1-2-5
20260906,10,12,1-3-2
20260906,10,12,1-3-4
20260906,10,12,1-4-2
20260906,10,12,1-4-3
20260906,10,3,1-2-3
20260906,10,3,1-2-4
20260906,10,3,1-3-2
20260906,10,3,1-4-2
20260906,10,3,1-4-3
20260906,10,5,1-2-4
20260906,10,5,1-3-4
20260906,10,5,1-4-2
20260906,10,5,1-4-3
20260906,10,5,1-4-5
20260906,11,10,1-2-3
20260906,11,10,1-2-4
20260906,11,10,1-2-6
20260906,11,10,1-3-2
20260906,11,10,1-4-2
20260906,11,11,1-2-3
20260906,11,11,1-2-4
20260906,11,11,1-2-5
20260906,11,11,1-2-6
20260906,11,11,1-4-2
20260906,11,5,1-2-3
20260906,11,5,1-3-2
20260906,11,5,1-3-4
20260906,11,5,1-4-3
20260906,11,5,3-1-4
20260906,11,6,1-2-3
20260906,11,6,1-2-4
20260906,11,6,1-3-2
20260906,11,6,1-3-4
20260906,11,6,1-4-3
20260906,11,8,1-2-3
20260906,11,8,1-3-2
20260906,11,8,1-3-4
20260906,11,8,1-3-6
20260906,11,8,1-4-3
20260906,12,1,1-2-3
20260906,12,1,1-2-4
20260906,12,1,1-2-5
20260906,12,1,1-3-2
20260906,12,1,1-4-2
20260906,12,5,1-2-3
20260906,12,5,1-2-4
20260906,12,5,1-2-6
20260906,12,5,1-3-2
20260906,12,5,1-4-2
20260906,12,7,1-3-2
20260906,12,7,1-3-4
20260906,12,7,1-4-3
20260906,12,7,3-1-4
20260906,12,7,4-1-3
20260906,12,8,1-2-3
20260906,12,8,1-2-4
20260906,12,8,1-3-2
20260906,12,8,1-4-2
20260906,12,8,1-4-3
20260906,12,9,1-2-4
20260906,12,9,1-4-2
20260906,14,1,1-2-3
20260906,14,1,1-2-4
20260906,14,1,1-3-2
20260906,14,1,1-4-2
20260906,14,3,1-2-3
20260906,14,3,1-2-5
20260906,14,3,1-3-2
20260906,14,3,1-5-2
20260906,14,3,1-5-3
20260906,14,4,1-3-2
20260906,14,4,1-3-5
20260906,14,4,1-3-6
20260906,14,4,1-6-3
20260906,17,12,1-2-3
20260906,17,12,1-2-4
20260906,17,12,1-2-5
20260906,17,12,1-4-2
20260906,17,12,1-4-5
20260906,17,2,1-2-3
20260906,17,2,1-2-4
20260906,17,2,1-2-5
20260906,17,2,1-2-6
20260906,17,2,1-3-2
20260906,17,2,1-3-4
20260906,17,2,1-4-2
20260906,17,3,1-2-3
20260906,17,3,1-2-4
20260906,17,3,1-2-5
20260906,17,3,1-3-2
20260906,17,3,1-3-4
20260906,17,3,1-3-5
20260906,17,3,1-5-2
20260906,17,3,1-5-3
20260906,17,4,1-2-4
20260906,17,4,1-4-2
20260906,17,4,1-4-3
20260906,17,4,2-1-4
20260906,17,4,4-1-2
20260906,17,7,1-2-3
20260906,17,7,1-3-2
20260906,17,7,1-3-4
20260906,17,7,1-3-5
20260906,17,8,1-2-3
20260906,17,8,1-2-4
20260906,17,8,1-3-2
20260906,17,8,1-3-4
20260906,17,8,1-3-5
20260906,22,2,1-2-5
20260906,22,2,1-3-5
20260906,22,2,1-4-5
20260906,22,2,1-5-2
20260906,22,2,1-5-3
20260906,22,2,1-5-4
20260906,22,2,1-5-6
20260906,22,3,1-2-3
20260906,22,3,1-3-2
20260906,22,3,1-3-4
20260906,22,3,1-3-5
20260906,22,3,1-4-3
20260906,22,6,1-2-3
20260906,22,6,1-2-5
20260906,22,6,1-5-2
20260906,22,6,2-1-5
20260906,22,6,5-1-2
20260906,22,7,1-2-4
20260906,22,7,1-4-2
20260906,22,7,1-4-3
20260906,22,7,1-4-6
20260906,22,7,1-6-4
20260906,22,8,1-2-3
20260906,22,8,1-2-4
20260906,22,8,1-3-4
20260906,22,8,1-4-2
20260906,22,8,1-4-3
20260906,22,9,1-2-4
20260906,22,9,1-3-4
20260906,22,9,1-4-2
20260906,22,9,1-4-3
20260907,01,6,1-2-3
20260907,01,6,1-2-4
20260907,01,6,1-2-5
20260907,01,6,1-4-2
20260907,01,6,1-5-2
20260907,01,7,1-2-3
20260907,01,7,1-3-2
20260907,01,7,1-3-4
20260907,01,7,1-3-5
20260907,01,7,1-4-3
20260907,04,12,1-2-3
20260907,04,12,1-3-2
20260907,04,12,1-3-4
20260907,04,12,1-3-5
20260907,04,12,1-4-3
20260907,07,11,1-2-3
20260907,07,11,1-3-2
20260907,07,11,1-3-4
20260907,07,11,1-3-5
20260907,07,11,1-5-3
20260907,07,12,1-2-4
20260907,07,12,1-4-2
20260907,07,12,1-4-3
20260907,07,7,1-2-3
20260907,07,7,1-3-2
20260907,07,7,1-3-4
20260907,07,7,1-3-5
20260907,07,7,1-4-3
20260907,10,1,1-2-3
20260907,10,1,1-3-2
20260907,10,1,1-3-4
20260907,10,1,1-3-5
20260907,10,1,1-4-3
20260907,10,12,1-2-4
20260907,10,12,1-2-5
20260907,10,12,1-4-2
20260907,10,12,1-4-5
20260907,10,12,1-5-2
20260907,10,2,1-2-3
20260907,10,2,1-2-4
20260907,10,2,1-2-5
20260907,10,2,1-4-2
20260907,10,2,1-5-2
20260907,10,4,1-4-5
20260907,10,4,1-5-2
20260907,10,4,1-5-3
20260907,10,4,1-5-4
20260907,10,4,5-1-4
20260907,10,8,1-2-3
20260907,10,8,1-2-4
20260907,10,8,1-3-2
20260907,10,8,1-4-2
20260907,10,8,1-4-3
20260907,11,2,1-2-3
20260907,11,2,1-2-4
20260907,11,2,1-2-6
20260907,11,2,1-3-2
20260907,11,5,1-2-3
20260907,11,5,1-2-4
20260907,11,5,1-2-5
20260907,11,5,1-2-6
20260907,11,5,1-3-2
20260907,11,9,1-2-3
20260907,11,9,1-2-4
20260907,11,9,1-2-5
20260907,11,9,1-4-2
20260907,11,9,1-5-2
20260907,11,9,1-5-3
20260907,11,9,1-5-4
20260907,13,1,1-2-3
20260907,13,1,1-3-2
20260907,13,1,1-3-4
20260907,13,1,1-4-3
20260907,13,1,3-1-2
20260907,13,10,1-2-3
20260907,13,10,1-2-4
20260907,13,10,1-3-2
20260907,13,10,1-3-4
20260907,13,10,1-4-2
20260907,13,10,1-4-3
20260907,13,10,1-4-5
20260907,13,6,1-2-4
20260907,13,6,1-3-2
20260907,13,6,1-3-4
20260907,13,6,1-4-2
20260907,13,6,1-4-3
20260907,13,9,1-2-3
20260907,13,9,1-3-2
20260907,13,9,1-3-4
20260907,13,9,1-3-5
20260907,13,9,1-4-3
20260907,14,1,1-3-2
20260907,14,1,1-3-4
20260907,14,3,1-3-2
20260907,14,3,1-3-4
20260907,14,3,1-3-5
20260907,14,3,1-4-3
20260907,14,3,1-5-3
20260907,14,4,1-2-3
20260907,14,4,1-3-2
20260907,14,4,1-3-4
20260907,14,4,1-3-5
20260907,14,4,1-3-6
20260907,16,1,1-2-4
20260907,16,1,1-3-2
20260907,16,1,1-3-4
20260907,16,1,1-4-2
20260907,16,1,1-4-3
20260907,16,9,1-2-3
20260907,16,9,1-3-2
20260907,16,9,1-3-4
20260907,16,9,1-4-2
20260907,16,9,1-4-3
20260907,22,1,1-2-3
20260907,22,1,1-3-2
20260907,22,1,1-3-4
20260907,22,1,1-4-2
20260907,22,1,1-4-3
20260907,22,11,1-2-3
20260907,22,11,1-2-5
20260907,22,11,1-3-2
20260907,22,11,1-3-5
20260907,22,11,1-5-3
20260907,22,2,1-2-6
20260907,22,2,1-3-2
20260907,22,2,1-3-6
20260907,22,2,1-4-6
20260907,22,2,1-6-2
20260907,22,2,1-6-3
20260907,22,2,1-6-4
20260907,22,6,1-2-4
20260907,22,6,1-3-4
20260907,22,6,1-4-2
20260907,22,6,1-4-3
20260907,22,6,4-1-2
20260907,22,7,1-2-3
20260907,22,7,1-2-4
20260907,22,7,1-3-2
20260907,22,7,1-4-2
20260907,22,8,1-2-3
20260907,22,8,1-2-5
20260907,22,8,1-3-2
20260907,22,8,1-5-2
20260907,22,8,1-5-3
20260908,01,10,1-2-3
20260908,01,10,1-2-4
20260908,01,10,1-2-5
20260908,01,10,1-3-2
20260908,01,10,1-4-2
20260908,01,11,1-2-3
20260908,01,11,1-2-4
20260908,01,11,1-3-2
20260908,01,11,1-3-4
20260908,01,11,2-1-3
20260908,01,6,1-2-3
20260908,01,6,1-3-2
20260908,01,6,1-3-4
20260908,01,6,1-3-5
20260908,01,6,1-4-3
20260908,01,7,1-2-3
20260908,01,7,1-2-4
20260908,01,7,1-3-2
20260908,01,7,1-3-4
20260908,01,7,1-4-2
20260908,01,8,1-4-2
20260908,01,8,1-4-3
20260908,01,8,1-4-5
20260908,01,8,1-5-4
20260908,04,11,1-2-3
20260908,04,11,1-3-2
20260908,04,11,1-3-4
20260908,04,11,1-3-5
20260908,04,11,1-4-3
20260908,04,11,1-5-2
20260908,04,11,1-5-3
20260908,07,1,1-2-3
20260908,07,1,1-2-4
20260908,07,1,1-3-2
20260908,07,1,1-3-4
20260908,07,1,1-4-2
20260908,07,11,1-2-3
20260908,07,11,1-2-4
20260908,07,11,1-2-5
20260908,07,11,1-3-2
20260908,07,11,1-4-2
20260908,07,2,1-2-3
20260908,07,2,1-3-2
20260908,07,2,1-3-4
20260908,07,2,1-4-2
20260908,07,2,1-4-3
20260908,07,8,1-2-3
20260908,07,8,1-2-4
20260908,07,8,1-3-2
20260908,07,8,1-3-4
20260908,07,8,1-4-2
20260908,10,1,1-2-3
20260908,10,1,1-2-4
20260908,10,1,1-3-4
20260908,10,1,1-4-2
20260908,10,1,1-4-3
20260908,10,2,1-2-3
20260908,10,2,1-2-4
20260908,10,2,1-2-5
20260908,10,2,1-3-2
20260908,10,2,2-1-3
20260908,10,3,1-2-4
20260908,10,3,1-3-2
20260908,10,3,1-3-4
20260908,10,3,1-4-2
20260908,10,3,1-4-3
20260908,10,4,1-2-3
20260908,10,4,1-2-4
20260908,10,4,1-3-2
20260908,10,4,1-3-4
20260908,10,4,1-4-3
20260908,10,5,1-2-4
20260908,10,5,1-4-2
20260908,10,5,1-4-3
20260908,10,5,1-4-5
20260908,10,5,1-4-6
20260908,10,5,1-5-4
20260908,10,5,1-6-4
20260908,10,7,1-2-4
20260908,10,7,1-3-4
20260908,10,7,1-4-2
20260908,10,7,1-4-3
20260908,10,7,1-4-5
20260908,10,8,1-2-3
20260908,10,8,1-2-4
20260908,10,8,1-2-5
20260908,10,8,1-4-2
20260908,10,8,1-4-3
20260908,11,5,1-2-4
20260908,11,5,1-4-2
20260908,11,5,1-4-5
20260908,11,5,1-5-4
20260908,11,8,1-3-2
20260908,11,8,1-3-4
20260908,11,8,1-3-6
20260908,11,9,1-2-3
20260908,11,9,1-2-4
20260908,11,9,1-4-2
20260908,11,9,2-1-3
20260908,11,9,2-1-4
20260908,13,12,1-2-5
20260908,13,12,1-3-5
20260908,13,12,1-5-2
20260908,13,12,1-5-3
20260908,13,12,1-5-4
20260908,13,3,1-3-4
20260908,13,3,1-4-3
20260908,13,3,1-4-5
20260908,13,3,1-4-6
20260908,13,3,1-6-4
20260908,14,1,1-2-3
20260908,14,1,1-2-4
20260908,14,1,1-4-2
20260908,14,1,1-4-3
20260908,14,3,1-2-3
20260908,14,3,1-2-4
20260908,14,3,1-2-5
20260908,14,3,1-4-2
20260908,14,3,1-5-2
20260908,14,6,1-2-3
20260908,14,6,1-2-5
20260908,14,6,1-3-2
20260908,14,6,1-3-5
20260908,14,6,1-5-3
20260908,14,9,1-2-3
20260908,14,9,1-2-4
20260908,14,9,1-3-4
20260908,14,9,1-4-2
